namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopkinson,,,,,,,,,,,,,,,,,,,,Edison,,Edison,,,,Edison,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Huntington,,,,,,,,,,,,,,,,,,,,Ericsson,,Ericsson,,,,Ericsson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Livingston,,,,,,,,,,,,,,,,,,,,Nicholson,,Nicholson,,,,Nicholson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McKean,,,,,,,,,,,,,,,,,,,,Swanson,,Swanson,,,,Swanson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Middleton,,,,,,,,,,,,,,,,,,,,Bristol,,Bristol,,,,Bristol,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Morton,,,,,,,,,,,,,,,,,,,,Ellyson,,Ellyson,,,,Ellyson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Nelson,,,,,,,,,,,,,,,,,,,,Hambleton,,Hambleton,,,,Hambleton,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Paca,,,,,,,,,,,,,,,,,,,,Rodman,,Rodman,,,,Rodman,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Paine,,,,,,,,,,,,,,,,,,,,Emmons,,Emmons,,,,Emmons,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Penn,,,,,,,,,,,,,,,,,,,,Macomb,,Macomb,,,,Macomb,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Read,,,,,,,,,,,,,,,,,,,,Forrest,,Forrest,,,,Forrest,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodney,,,,,,,,,,,,,,,,,,,,Fitch,,Fitch,,,,Fitch,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rush,,,,,,,,,,,,,,,,,,,,Hobson,,Hobson,,,,Hobson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rutledge,,,,,,,,,,,,,,,,,,,,Duncan,,Duncan,,,,Duncan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Coolidge,,,,,,,,,,,,,,,,,,,,Lansdowne,,Lansdowne,,,,Lansdowne,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockton,,,,,,,,,,,,,,,,,,,,Quick,,Quick,,,,Quick,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Macfarlane,,,,,,,,,,,,,,,,,,,,Carmick,,Carmick,,,,Carmick,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Norris,,,,,,,,,,,,,,,,,,,,Doyle,,Doyle,,,,Doyle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Walton,,,,,,,,,,,,,,,,,,,,Endicott,,Endicott,,,,Endicott,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Whipple,,,,,,,,,,,,,,,,,,,,McCook,,McCook,,,,McCook,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Witherspoon,,,,,,,,,,,,,,,,,,,,Frankford,,Frankford,,,,Frankford,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolcott,,,,,,,,,,,,,,,,,,,,Davison,,Davison,,,,Davison,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wythe,,,,,,,,,,,,,,,,,,,,Glennon,,Glennon,,,,Glennon,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,Jeffers,,Jeffers,,,,Jeffers,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,Nelson,,Nelson,,,,Nelson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,,,,,,,,,,,,,,,,,Baldwin,,Baldwin,,,,Baldwin,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,Cowie,,Cowie,,,,Cowie,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyan,,,,,,,,,,,,,,,,,,,,Knight,,Knight,,,,Knight,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Burr,,,,,,,,,,,,,,,,,,,,Doran,,Doran,,,,Doran,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Jay,,,,,,,,,,,,,,,,,,,,Earle,,Earle,,,,Earle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunphy,,,,,,,,,,,,,,,,,,,,Butler,,Butler,,,,Butler,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Pritchett,,,,,,,,,,,,,,,,,,,,Gherardi,,Gherardi,,,,Gherardi,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln,,,,,,,,,,,,,,,,,,,,Beatty,,Beatty,,,,Beatty,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Eustis,,,,,,,,,,,,,,,,,,,,Stevenson,,Stevenson,,,,Stevenson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Randolph,,,,,,,,,,,,,,,,,,,,Thorn,,Thorn,,,,Thorn,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Obama,,,,,,,,,,,,,,,,,,,,Turner,,Turner,,,,Turner,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimitz,,,,,,,,,,,,,,,,,,,,Fletcher,,Fletcher,,,,Fletcher,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McArthur,,,,,,,,,,,,,,,,,,,,Abner Read,,Abner Read,,,,Abner Read,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Patton,,,,,,,,,,,,,,,,,,,,Albert W. Grant,,Albert W. Grant,,,,Albert W. Grant,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Eisenhower,,,,,,,,,,,,,,,,,,,,Ammen,,Ammen,,,,Ammen,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Braun,,,,,,,,,,,,,,,,,,,,Bache,,Bache,,,,Bache,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hausner,,,,,,,,,,,,,,,,,,,,Beale,,Beale,,,,Beale,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Contos,,,,,,,,,,,,,,,,,,,,Bearss,,Bearss,,,,Bearss,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Conway,,,,,,,,,,,,,,,,,,,,Bennett,,Bennett,,,,Bennett,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Furse,,,,,,,,,,,,,,,,,,,,Bennion,,Bennion,,,,Bennion,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,,,,,,,,Black,,Black,,,,Black,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodgers,,,,,,,,,,,,,,,,,,,,Boyd,,Boyd,,,,Boyd,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Burk,,,,,,,,,,,,,,,,,,,,Bradford,,Bradford,,,,Bradford,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Burkhardt,,,,,,,,,,,,,,,,,,,,Braine,,Braine,,,,Braine,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Barry,,,,,,,,,,,,,,,,,,,,Brown,,Brown,,,,Brown,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dole,,,,,,,,,,,,,,,,,,,,Brownson,,Brownson,,,,Brownson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Teller,,,,,,,,,,,,,,,,,,,,Bryant,,Bryant,,,,Bryant,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Winston,,,,,,,,,,,,,,,,,,,,Bullard,,Bullard,,,,Bullard,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchill,,,,,,,,,,,,,,,,,,,,Callaghan,,Callaghan,,,,Callaghan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Bismarck,,,,,,,,,,,,,,,,,,,,Caperton,,Caperton,,,,Caperton,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Crusher,,,,,,,,,,,,,,,,,,,,Capps,,Capps,,,,Capps,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulkeley,,,,,,,,,,,,,,,,,,,,Cassin Young,,Cassin Young,,,,Cassin Young,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Carney,,,,,,,,,,,,,,,,,,,,Charles Ausburne,,Charles Ausburne,,,,Charles Ausburne,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Chafee,,,,,,,,,,,,,,,,,,,,Charles J. Badger,,Charles J. Badger,,,,Charles J. Badger,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Chung-Hoon,,,,,,,,,,,,,,,,,,,,Charrette,,Charrette,,,,Charrette,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Cole,,,,,,,,,,,,,,,,,,,,Chevalier,,Chevalier,,,,Chevalier,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne,,,,,,,,,,,,,,,,,,,,Clarence K. Bronson,,Clarence K. Bronson,,,,Clarence K. Bronson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilbur,,,,,,,,,,,,,,,,,,,,Cogswell,,Cogswell,,,,Cogswell,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Decatur,,,,,,,,,,,,,,,,,,,,Colahan,,Colahan,,,,Colahan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewey,,,,,,,,,,,,,,,,,,,,Conway,,Conway,,,,Conway,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Farragut,,,,,,,,,,,,,,,,,,,,Cony,,Cony,,,,Cony,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Fitzgerald,,,,,,,,,,,,,,,,,,,,Cotten,,Cotten,,,,Cotten,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Francis,,,,,,,,,,,,,,,,,,,,Daly,,Daly,,,,Daly,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gump,,,,,,,,,,,,,,,,,,,,Dashiell,,Dashiell,,,,Dashiell,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McGump,,,,,,,,,,,,,,,,,,,,David W. Taylor,,David W. Taylor,,,,David W. Taylor,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Gump,,,,,,,,,,,,,,,,,,,,De Haven,,De Haven,,,,De Haven,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo,,,,,,,,,,,,,,,,,,,,Dortch,,Dortch,,,,Dortch,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnew,,,,,,,,,,,,,,,,,,,,Dyson,,Dyson,,,,Dyson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McCain,,,,,,,,,,,,,,,,,,,,Eaton,,Eaton,,,,Eaton,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gravely,,,,,,,,,,,,,,,,,,,,Erben,,Erben,,,,Erben,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gridley,,,,,,,,,,,,,,,,,,,,Franks,,Franks,,,,Franks,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopper,,,,,,,,,,,,,,,,,,,,Fullam,,Fullam,,,,Fullam,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wollowitz,,,,,,,,,,,,,,,,,,,,Gatling,,Gatling,,,,Gatling,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunham,,,,,,,,,,,,,,,,,,,,Guest,,Guest,,,,Guest,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Finn,,,,,,,,,,,,,,,,,,,,Haggard,,Haggard,,,,Haggard,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kidd,,,,,,,,,,,,,,,,,,,,Halford,,Halford,,,,Halford,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboon,,,,,,,,,,,,,,,,,,,,Hall,,Hall,,,,Hall,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Lassen,,,,,,,,,,,,,,,,,,,,Halligan,,Halligan,,,,Halligan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahan,,,,,,,,,,,,,,,,,,,,Halsey Powell,,Halsey Powell,,,,Halsey Powell,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McCampbell,,,,,,,,,,,,,,,,,,,,Healy,,Healy,,,,Healy,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McFaul,,,,,,,,,,,,,,,,,,,,Heermann,,Heermann,,,,Heermann,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Monsoor,,,,,,,,,,,,,,,,,,,,Heywood L. Edwards,,Heywood L. Edwards,,,,Heywood L. Edwards,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Milius,,,,,,,,,,,,,,,,,,,,Hickox,,Hickox,,,,Hickox,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitscher,,,,,,,,,,,,,,,,,,,,Hoel,,Hoel,,,,Hoel,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Momsen,,,,,,,,,,,,,,,,,,,,Howorth,,Howorth,,,,Howorth,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Pellham,,,,,,,,,,,,,,,,,,,,Hudson,,Hudson,,,,Hudson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustin,,,,,,,,,,,,,,,,,,,,Hutchins,,Hutchins,,,,Hutchins,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Nitze,,,,,,,,,,,,,,,,,,,,Ingersoll,,Ingersoll,,,,Ingersoll,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Nitzsche,,,,,,,,,,,,,,,,,,,,Irwin,,Irwin,,,,Irwin,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Kane,,,,,,,,,,,,,,,,,,,,Izard,,Izard,,,,Izard,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Crown,,,,,,,,,,,,,,,,,,,,Jenkins,,Jenkins,,,,Jenkins,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinckney,,,,,,,,,,,,,,,,,,,,John D. Henley,,John D. Henley,,,,John D. Henley,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Preble,,,,,,,,,,,,,,,,,,,,John Hood,,John Hood,,,,John Hood,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Cronkite,,,,,,,,,,,,,,,,,,,,John Rodgers,,John Rodgers,,,,John Rodgers,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Brian,,,,,,,,,,,,,,,,,,,,Johnston,,Johnston,,,,Johnston,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Brien,,,,,,,,,,,,,,,,,,,,Killen,,Killen,,,,Killen,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Bryan,,,,,,,,,,,,,,,,,,,,Knapp,,Knapp,,,,Knapp,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafael,,,,,,,,,,,,,,,,,,,,Laws,,Laws,,,,Laws,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphael,,,,,,,,,,,,,,,,,,,,Leutze,,Leutze,,,,Leutze,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Peralta,,,,,,,,,,,,,,,,,,,,Lewis Hancock,,Lewis Hancock,,,,Lewis Hancock,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wiggum,,,,,,,,,,,,,,,,,,,,Longshaw,,Longshaw,,,,Longshaw,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramage,,,,,,,,,,,,,,,,,,,,Marshall,,Marshall,,,,Marshall,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Lohan,,,,,,,,,,,,,,,,,,,,McCord,,McCord,,,,McCord,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Crowe,,,,,,,,,,,,,,,,,,,,McGowan,,McGowan,,,,McGowan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Sampson,,,,,,,,,,,,,,,,,,,,McNair,,McNair,,,,McNair,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Shoup,,,,,,,,,,,,,,,,,,,,Mertz,,Mertz,,,,Mertz,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Spruance,,,,,,,,,,,,,,,,,,,,Metcalf,,Metcalf,,,,Metcalf,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterett,,,,,,,,,,,,,,,,,,,,Miller,,Miller,,,,Miller,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Stethem,,,,,,,,,,,,,,,,,,,,Newcomb,,Newcomb,,,,Newcomb,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockdale,,,,,,,,,,,,,,,,,,,,Norman Scott,,Norman Scott,,,,Norman Scott,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Stout,,,,,,,,,,,,,,,,,,,,Owen,,Owen,,,,Owen,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Sullivan,,,,,,,,,,,,,,,,,,,,Picking,,Picking,,,,Picking,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McSullivan,,,,,,,,,,,,,,,,,,,,Porterfield,,Porterfield,,,,Porterfield,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hudner,,,,,,,,,,,,,,,,,,,,Prichett,,Prichett,,,,Prichett,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Truxtun,,,,,,,,,,,,,,,,,,,,Pringle,,Pringle,,,,Pringle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Meyer,,,,,,,,,,,,,,,,,,,,Remey,,Remey,,,,Remey,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayer,,,,,,,,,,,,,,,,,,,,Richard P. Leary,,Richard P. Leary,,,,Richard P. Leary,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Major,,,,,,,,,,,,,,,,,,,,Ringgold,,Ringgold,,,,Ringgold,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayor,,,,,,,,,,,,,,,,,,,,Rooks,,Rooks,,,,Rooks,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Zumwalt,,,,,,,,,,,,,,,,,,,,Rowe,,Rowe,,,,Rowe,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kent,,,,,,,,,,,,,,,,,,,,Saufley,,Saufley,,,,Saufley,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Chavez,,,,,,,,,,,,,,,,,,,,Schroeder,,Schroeder,,,,Schroeder,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Loggins,,,,,,,,,,,,,,,,,,,,Shields,,Shields,,,,Shields,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ermey,,,,,,,,,,,,,,,,,,,,Sigsbee,,Sigsbee,,,,Sigsbee,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Erlenmeyer,,,,,,,,,,,,,,,,,,,,Smalley,,Smalley,,,,Smalley,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Goodell,,,,,,,,,,,,,,,,,,,,Spence,,Spence,,,,Spence,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McGarrett,,,,,,,,,,,,,,,,,,,,Stanly,,Stanly,,,,Stanly,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Kelly,,,,,,,,,,,,,,,,,,,,Stembel,,Stembel,,,,Stembel,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Grover,,,,,,,,,,,,,,,,,,,,Stephen Potter,,Stephen Potter,,,,Stephen Potter,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Weston,,,,,,,,,,,,,,,,,,,,Stockham,,Stockham,,,,Stockham,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesson,,,,,,,,,,,,,,,,,,,,Stoddard,,Stoddard,,,,Stoddard,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalakaua,,,,,,,,,,,,,,,,,,,,Strong,,Strong,,,,Strong,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ortega,,,,,,,,,,,,,,,,,,,,Terry,,Terry,,,,Terry,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rey,,,,,,,,,,,,,,,,,,,,Trathen,,Trathen,,,,Trathen,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Reyez,,,,,,,,,,,,,,,,,,,,Twining,,Twining,,,,Twining,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tupuola,,,,,,,,,,,,,,,,,,,,Uhlmann,,Uhlmann,,,,Uhlmann,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Lukela,,,,,,,,,,,,,,,,,,,,Van Valkenburgh,,Van Valkenburgh,,,,Van Valkenburgh,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Cunha,,,,,,,,,,,,,,,,,,,,Wadleigh,,Wadleigh,,,,Wadleigh,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Noshimuri,,,,,,,,,,,,,,,,,,,,Wadsworth,,Wadsworth,,,,Wadsworth,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Loughlin,,,,,,,,,,,,,,,,,,,,Waller,,Waller,,,,Waller,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Caan,,,,,,,,,,,,,,,,,,,,Watson,,Watson,,,,Watson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim,,,,,,,,,,,,,,,,,,,,Watts,,Watts,,,,Watts,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Oka,,,,,,,,,,,,,,,,,,,,Wedderburn,,Wedderburn,,,,Wedderburn,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Masi,,,,,,,,,,,,,,,,,,,,Wiley,,Wiley,,,,Wiley,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McBride,,,,,,,,,,,,,,,,,,,,William D. Porter,,William D. Porter,,,,William D. Porter,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Bride,,,,,,,,,,,,,,,,,,,,Wren,,Wren,,,,Wren,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McFly,,,,,,,,,,,,,,,,,,,,Allen M. Sumner,,Allen M. Sumner,,,,Allen M. Sumner,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowan,,,,,,,,,,,,,,,,,,,,Moale,,Moale,,,,Moale,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Davis,,,,,,,,,,,,,,,,,,,,Cooper,,Cooper,,,,Cooper,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilkes,,,,,,,,,,,,,,,,,,,,English,,English,,,,English,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Caldwell,,,,,,,,,,,,,,,,,,,,Charles S. Sperry,,Charles S. Sperry,,,,Charles S. Sperry,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Craven,,,,,,,,,,,,,,,,,,,,Ault,,Ault,,,,Ault,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Macdonough,,,,,,,,,,,,,,,,,,,,Waldron,,Waldron,,,,Waldron,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gwin,,,,,,,,,,,,,,,,,,,,Haynsworth,,Haynsworth,,,,Haynsworth,,,,,,,,,,,,,
